864674487_Nu,864942730_Nu,951226070_Nu,1510328189_Nu,2222715027_Nu,2245384272_Nu,2246699815_Nu,2246728737_Nu,2646219661_Nu,2827868305_Nu,2994748777_Nu,3217380708_Nu,3218693969_Nu,3542456614_Nu,3612926680_Nu,3632350815_Nu,3994088662_Nu,2154935424_Nu,3975275337_Nu,551287920_Nu,847433064_Nu,1999904870_Nu,2245900962_Nu,2551483158_Nu,1822332700_Nu,3545365497_Nu,1510337516_Nu,2246703798_Nu,3945128999_Nu,864662311_Nu,1533864325_Nu,847957139_Nu,1070821685_Nu,2591432844_Nu,848128881_Nu,3818546315_Nu,485463469_Nu,882399112_Nu,1312131881_Nu,2245277810_Nu,3933537673_Nu,1637836422_Nu,3337745083_Nu,434045476_Nu,1378530689_Nu,3162837314_Nu,999334238_Nu,2223687999_Nu,2228063684_Nu,3835273908_Nu,3275683399_Nu,3532053313_Nu,847961216_Nu,3918336191_Nu,1016841875_Nu,2246340824_Nu,3452535345_Nu,1861965050_Nu,2763880221_Nu,2968168885_Nu,2976816164_Nu,3189457552_Nu,3887893395_Nu,3973817436_Nu,4274663090_Nu,2246997334_Nu,3696402029_Nu,98513984_Nu,994237755_Nu,3537123720_Nu,1506563592_Nu,2245273601_Nu,3579962709_Nu,4036774035_Nu,2076190208_Nu,1026928756_Nu,1078276907_Nu,1271691605_Nu,1083852209_Nu,3975295864_Nu,1790668568_Nu,10565946_Nu,1257718710_Nu,2092489639_Nu,2473389857_Nu,2803848648_Nu,2968968094_Nu,3203709451_Nu,4256629345_Nu,994485099_Nu,2309124039_Nu,422715066_Nu,3124581743_Nu,4239037249_Nu,1857396528_Nu,3207567135_Nu,1913726790_Nu,2394338241_Nu,4041573576_Nu,135980867_Nu,1399127774_Nu,2810421479_Nu,2424973678_Nu,26234434_Nu,3026394695_Nu,4089138501_Nu,4194366826_Nu,4158944142_Nu,3624155_Nu,1535166686_Nu,4023654873_Nu,787341104_Nu,2592785365_Nu,618671879_Nu,2849741637_Nu,2353112200_Nu,3982076256_Nu,3796841743_Nu,3983062349_Nu,3909974435_Nu,548743766_Nu,3491109101_Nu,3537119515_Nu,2360741695_Nu,1100037548_Nu,2041434490_Nu,3182824521_Nu,3776905034_Nu,3090652201_Nu,2132511834_Nu,2297887526_Nu,2720313463_Nu,2753863138_Nu,1167322652_Nu,4120224926_Nu,3118255683_Nu,3777168895_Nu,2976033787_Nu,3194612514_Nu,1101907775_Nu,3176806076_Nu,725322217_Nu,3143719699_Nu,4194776273_Nu,203749390_Nu,1792562719_Nu,3351556771_Nu,1791271074_Nu,3341916169_Nu,717512901_Nu,787069595_Nu,4121755354_Nu,266675433_Nu,2117068077_Nu,2142032900_Nu,435232729_Nu,1276993226_Nu,1842898132_Nu,1510461303_Nu,1634606847_Nu,2119439498_Nu,2257970297_Nu,516041383_Nu,1730555933_Nu,1824088295_Nu,4036277955_Nu,751130035_Nu,1026924773_Nu,1173125914_Nu,4118913676_Nu,4096607203_Nu,1362518133_Nu,4120080705_Nu,4223976160_Nu,773709216_Nu,1583799011_Nu,2599973650_Nu,3315826729_Nu,3855312692_Nu,4222851645_Nu,4274980665_Nu,4278941385_Nu,754246764_Nu,2533967154_Nu,2304442836_Nu,2431084646_Nu,517457164_Nu,697889253_Nu,2417203663_Nu,2999514534_Nu,754250781_Nu,2274659678_Nu,846274592_Nu,1797109297_Nu,2005233991_Nu,3873101583_Nu,2055222057_Nu,2058624732_Nu,531983032_Nu,1860360630_Nu,3595739785_Nu,298956530_Nu,984453308_Nu,2050288644_Nu,984193073_Nu,1202631756_Nu,1824318672_Nu,2235923055_Nu,255169469_Nu,1438211647_Nu,2423543607_Nu,922668176_Nu,3611187716_Nu,359819042_Nu,849275503_Nu,987870739_Nu,994637429_Nu,2669055056_Nu,828869727_Nu,2438720939_Nu,1044537682_Nu,3349244012_Nu,2738602391_Nu,3386854121_Nu,3882589506_Nu,2752034647_Nu,2905660137_Nu,636990493_Nu,1323888424_Nu,717723595_Nu,3824063894_Nu,3908647167_Nu,3908918996_Nu,1739267982_Nu,535847852_Nu,772923822_Nu,416356657_Nu,1289643292_Nu,3632480728_Nu,4174067669_Nu,1186654798_Nu,2110118862_Nu,3093061208_Nu,1280488931_Nu,2015089002_Nu,2806018737_Nu,4042373501_Nu,362715007_Nu,1047677647_Nu,1142813461_Nu,1971534293_Nu,2310811238_Nu,2392622418_Nu,2865977551_Nu,963029399_Nu,2835079913_Nu,163385334_Nu,831463242_Nu,3234104871_Nu,1899486813_Nu,2245897107_Nu,3492293582_Nu,2072597505_Nu,1856075173_Nu,4160330003_Nu,1965692378_Nu,3650394863_Nu,74537039_Nu,368370992_Nu,600377156_Nu,1421345390_Nu,1477870366_Nu,1542633699_Nu,1735424888_Nu,1785683843_Nu,1979311206_Nu,2709732252_Nu,3045022511_Nu,4073938295_Nu,1446633534_Nu,1445852595_Nu,64070612_Nu,472281497_Nu,540046244_Nu,553412256_Nu,2664995851_Nu,3098934668_Nu,3345225135_Nu,4003049590_Nu,623728226_Nu,1311675632_Nu,1976356906_Nu,2572035617_Nu,3034212252_Nu,87849052_Nu,2435680164_Nu,4212936508_Nu,675765711_Nu,934550081_Nu,1916236386_Nu,2667063169_Nu,3109000344_Nu,3153477100_Nu,2608583677_Nu,1163048604_Nu,2459558207_Nu,2358351345_Nu,2381948038_Nu,2268534524_Nu,1267873599_Nu,2975316496_Nu,2988347999_Nu,3371487996_Nu,3599719877_Nu,4251876277_Nu,3328145258_Nu,77081066_Nu,3304838262_Nu,430688429_Nu,723026879_Nu,899273434_Nu,2591428991_Nu,606428793_Nu,1078211001_Nu,1578587400_Nu,458195553_Nu,692277943_Nu,458993620_Nu,694069322_Nu,584893129_Nu,2654043257_Nu,2697110228_Nu,2296565457_Nu,3314194178_Nu,3419487909_Nu,2681681991_Nu,864666390_Nu,1533899907_Nu,1674219510_Nu,2115476908_Nu,4022716898_Nu,2446814304_Nu,2459836637_Nu,2651067438_Nu,1614748561_Nu,1739664467_Nu,830509799_Nu,1728335349_Nu,3388985371_Nu,1449131080_Nu,1914416804_Nu,716189338_Nu,864942795_Nu,999602603_Nu,1909033571_Nu,2228258118_Nu,2228262129_Nu,3737048253_Nu,2642657488_Nu,3840182861_Nu,3855292234_Nu,4237357508_Nu,847433129_Nu,849271271_Nu,3386374884_Nu,3542310291_Nu,1752072506_Nu,2245108812_Nu,2378081674_Nu,3858629928_Nu,70798090_Nu,999602408_Nu,2228328894_Nu,3648381972_Nu,3395578797_Nu,3544277248_Nu,1517923320_Nu,2551487265_Nu,4088353946_Nu,864674487_E,864942730_E,951226070_E,1510328189_E,2222715027_E,2245384272_E,2246699815_E,2246728737_E,2646219661_E,2827868305_E,2994748777_E,3217380708_E,3218693969_E,3542456614_E,3612926680_E,3632350815_E,3994088662_E,2154935424_E,3975275337_E,551287920_E,847433064_E,1999904870_E,2245900962_E,2551483158_E,1822332700_E,3545365497_E,1510337516_E,2246703798_E,3011598321_E,3945128999_E,864662311_E,1533864325_E,2784506312_E,847957139_E,1070821685_E,2591432844_E,603510687_E,848128881_E,3121777292_E,3818546315_E,4008337421_E,485463469_E,882399112_E,1312131881_E,2245277810_E,3933537673_E,1637836422_E,3337745083_E,434045476_E,1378530689_E,3162837314_E,999334238_E,2223687999_E,2228063684_E,3266129148_E,3835273908_E,288315894_E,847961216_E,1229325558_E,3918336191_E,1016841875_E,2246340824_E,3452535345_E,1861965050_E,2763880221_E,2968168885_E,2976816164_E,3189457552_E,3887893395_E,3973817436_E,4274663090_E,977565923_E,2246997334_E,3696402029_E,98513984_E,994237755_E,3537123720_E,762870563_E,1506563592_E,2245273601_E,3579962709_E,4036774035_E,2076190208_E,1026928756_E,1078276907_E,1271691605_E,4095742117_E,1083852209_E,3975295864_E,600629739_E,411967733_E,1790668568_E,10565946_E,662511025_E,1257718710_E,2092489639_E,2473389857_E,2510215966_E,2803848648_E,2968968094_E,3203709451_E,4256629345_E,994485099_E,1135286194_E,2309124039_E,422715066_E,1054767590_E,3124581743_E,4239037249_E,1857396528_E,3207567135_E,1913726790_E,2394338241_E,4041573576_E,135980867_E,1399127774_E,2810421479_E,2424973678_E,26234434_E,3026394695_E,616374597_E,4089138501_E,4194366826_E,3120642300_E,3624155_E,1535166686_E,4023654873_E,787341104_E,2592785365_E,618671879_E,141882433_E,631544676_E,2849741637_E,1136130381_E,2353112200_E,3982076256_E,3044392905_E,3796841743_E,3820826669_E,3983062349_E,4240369074_E,3909974435_E,548743766_E,3491109101_E,3537119515_E,2360741695_E,1100037548_E,2041434490_E,3182824521_E,3776905034_E,1390505218_E,3090652201_E,3151378920_E,2132511834_E,2297887526_E,2720313463_E,2753863138_E,571978829_E,1389140885_E,2834566420_E,229155875_E,764432623_E,980020035_E,1167322652_E,4120224926_E,3118255683_E,3777168895_E,1198890718_E,2976033787_E,3116211514_E,3194612514_E,3889081300_E,369816549_E,373218706_E,1101907775_E,3176806076_E,2355446912_E,725322217_E,1761509950_E,3143719699_E,4194776273_E,1634017026_E,4197146180_E,3145023872_E,4278515623_E,203749390_E,1792562719_E,3351556771_E,3852578391_E,1791271074_E,54936104_E,1880637161_E,3334877045_E,3460898310_E,238141023_E,4179862704_E,2487927669_E,1619222458_E,2442433719_E,2807496773_E,3341916169_E,4038637638_E,729796064_E,3286720230_E,4086265842_E,717512901_E,787069595_E,4121755354_E,203851115_E,266675433_E,1533767736_E,2117068077_E,2142032900_E,3334525955_E,36538691_E,289801995_E,435232729_E,1276993226_E,1842898132_E,3981688378_E,265892994_E,1510461303_E,1634606847_E,1909986973_E,2119439498_E,2154975788_E,2257970297_E,4140340356_E,3596485316_E,516041383_E,572760528_E,1730555933_E,1824088295_E,1963389888_E,2014255590_E,2238101436_E,2455275232_E,2811394787_E,2971716993_E,3075056557_E,3129492592_E,3657471097_E,3981762496_E,4036277955_E,1191280979_E,319552149_E,427867059_E,1024251450_E,955147207_E,3394264871_E,4084424486_E,318583445_E,1211882010_E,2905660137_E,963029399_E,4230337064_E,281086138_E,3693691320_E,407476071_E,2325931558_E,864365306_E,3324305309_E
0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,1,1,1,1,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,2,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,1,1,1,1,1,1,1,1,2,4,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
