AtomNum_E,Weight_E,HOMO_E,HOMO_number_E,LUMO_E,HOMO_LUMO_Gap_E,ODI_HOMO_1_E,ODI_HOMO_E,ODI_LUMO_E,ODI_LUMO_Add1_E,ODI_Mean_E,ODI_Std_E,Farthest_Distance_E,Mol_Radius_E,Mol_Size_Short_E,Mol_Size_2_E,Mol_Size_L_E,Length_Ratio_E,Len_Div_Diameter_E,MPP_E,SDP_E,Dipole_Moment_E,Quadrupole_Moment_E,Octopole_Moment_E,Volume_E,Density_E,ESPmin_E,ESPmax_E,Overall_Surface_Area_E,Pos_Surface_Area_E,Neg_Surface_Area_E,Overall_Average_E,Pos_Average_E,Neg_Average_E,Overall_Variance_E,Nu_E,Pi_E,MPI_E,Nonpolar_Area_E,Polar_Area_E,ALIEmin_E,ALIEmax_E,ALIE_Ave_E,ALIE_Var_E,LEAmin_E,LEAmax_E,LEA_Ave_E,LEA_Var_E,Vertical IP_E,Vertical EA_E,Mulliken electronegativity_E,Chemical potential_E,Hardness_E,Softness_E,Electrophilicity index_E,Nucleophilicity index_E,qN_E,qN+1_E,qN-1_E,f-_E,f+_E,f0_E,CDD_E,AtomNum_Nu,Weight_Nu,HOMO_Nu,HOMO_number_Nu,LUMO_Nu,HOMO_LUMO_Gap_Nu,ODI_HOMO_1_Nu,ODI_HOMO_Nu,ODI_LUMO_Nu,ODI_LUMO_Add1_Nu,ODI_Mean_Nu,ODI_Std_Nu,Farthest_Distance_Nu,Mol_Radius_Nu,Mol_Size_Short_Nu,Mol_Size_2_Nu,Mol_Size_L_Nu,Length_Ratio_Nu,Len_Div_Diameter_Nu,MPP_Nu,SDP_Nu,Dipole_Moment_Nu,Quadrupole_Moment_Nu,Octopole_Moment_Nu,Volume_Nu,Density_Nu,ESPmin_Nu,ESPmax_Nu,Overall_Surface_Area_Nu,Pos_Surface_Area_Nu,Neg_Surface_Area_Nu,Overall_Average_Nu,Pos_Average_Nu,Neg_Average_Nu,Overall_Variance_Nu,Nu_Nu,Pi_Nu,MPI_Nu,Nonpolar_Area_Nu,Polar_Area_Nu,ALIEmin_Nu,ALIEmax_Nu,ALIE_Ave_Nu,ALIE_Var_Nu,LEAmin_Nu,LEAmax_Nu,LEA_Ave_Nu,LEA_Var_Nu,Vertical IP_Nu,Vertical EA_Nu,Mulliken electronegativity_Nu,Chemical potential_Nu,Hardness_Nu,Softness_Nu,Electrophilicity index_Nu,Nucleophilicity index_Nu,qN_Nu,qN+1_Nu,qN-1_Nu,f-_Nu,f+_Nu,f0_Nu,CDD_Nu
16,200.03243,-0.252348,49,-0.032,0.220348,17.44,16.12,11.97,13.78,14.8275,2.107028417,14,4.748,5.733,8.797,8.956,0.38133356,0.943133951,0.592776,2.988166,6.289246,17.627723,112.7132,1268.47318,1.7671,-53.3152,57.68838,661.94464,356.37971,305.56492,0.00144185,0.02890809,-0.03059197,0.0010156,0.24090398,0.02960201,0.8077807,31.88,68.12,8.75061,15.90426,0.39988546,0.00318012,-37.30329,-16.45206,-0.9251027,0.019341,0.250025,0.040193,0.145109,-0.145109,0.209831,4.765731,0.050175,0.08285,-0.0598,-0.1367,0.1497,0.2094,0.0769,0.1432,-0.1325,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
19,214.05905,-0.23592,53,-0.033003,0.202917,15.53,11.19,10.03,13.83,12.645,2.161174449,17,5.372,4.122,9.159,9.242,0.410336101,0.860201042,0.287069,1.68533,2.658297,20.072918,134.8054,1407.60317,1.7041,-43.11299,44.49132,731.83929,413.19592,318.64337,0.00318001,0.01983869,-0.01842188,0.00052175,0.21993128,0.01898255,0.52305213,49.89,50.11,8.91058,14.32136,0.40320844,0.00197112,-35.48445,-15.31352,-0.9070099,0.014108,0.230576,0.037251,0.133913,-0.133913,0.193325,5.172635,0.04638,0.099278,-0.031,-0.1413,0.0749,0.1059,0.1103,0.1081,0.0044,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
29,272.13831,-0.233243,69,-0.027228,0.206015,15.7,11.33,13.84,10.59,12.865,2.032221691,27,6.578,6.7,8.807,12.123,0.438762215,0.921480693,0.846553,4.300238,1.469994,20.593606,122.321,1939.84737,1.5721,-34.0999,23.06701,963.26696,512.21831,451.04865,0.00107379,0.01404497,-0.0136565,0.00021845,0.22840737,0.01382641,0.37723328,64.82,35.18,8.8753,14.29416,0.40670589,0.0014677,-35.69414,-15.15263,-0.9082594,0.014449,0.228348,0.036867,0.132608,-0.132608,0.191481,5.222456,0.045918,0.101955,-0.0325,-0.1451,0.0727,0.1053,0.1126,0.1089,0.0073,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
18,215.04381,-0.23573,53,-0.083007,0.152724,33.69,12.43,13.84,13.14,18.275,8.913805304,12,5.48,4.187,8.626,10.96,0.461027216,1,0.297754,1.78652,3.729423,13.128564,191.8751,1375.33501,1.7521,-38.54694,25.79518,716.34388,423.04466,293.29922,0.00406442,0.01830759,-0.01647943,0.00045984,0.2215937,0.01725542,0.4778065,56.79,43.21,8.88671,14.93133,0.40839647,0.00211673,-36.958,-15.13716,-0.9164193,0.015157,0.232779,0.087875,0.160327,-0.160327,0.144903,6.901156,0.088696,0.099468,-0.0386,-0.1163,0.1201,0.1587,0.0777,0.1182,-0.081,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
12,174.99811,-0.254646,42,-0.032895,0.221751,16.27,16.92,14.17,39.6,21.74,10.36144054,11,4.407,3.7,7.246,8.811,0.445968517,0.999659632,7.10E-05,0.000223,3.670105,7.524515,60.4469,1015.61806,1.9309,-24.4775,27.53405,552.6753,258.09268,294.58262,0.00241435,0.02144566,-0.01425955,0.00027646,0.23569143,0.0178644,0.47933881,50.38,49.62,8.90265,16.38249,0.40935151,0.00367459,-38.76396,-15.00021,-0.8909435,0.01589,0.252431,0.042403,0.147417,-0.147417,0.210028,4.761262,0.051735,0.080552,-0.0484,-0.1625,0.1632,0.2116,0.1141,0.1629,-0.0975,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
12,191.45264,-0.254463,46,-0.033441,0.221023,14.6,15.33,14.09,13.61,14.4075,0.637352924,11,4.408,3.7,8.046,8.8,0.428307213,0.998185118,1.10E-05,4.10E-05,3.714319,8.142582,56.4036,1121.85471,1.9124,-20.03057,27.94223,593.88112,259.67343,334.20769,0.00230087,0.0215724,-0.01267276,0.00024515,0.19493775,0.01692926,0.45073243,54.21,45.79,8.88875,14.36389,0.39372217,0.00202484,-31.91926,-16.43776,-0.8868922,0.012952,0.251808,0.043305,0.147557,-0.147557,0.208503,4.796088,0.052213,0.080735,-0.0477,-0.1374,0.142,0.1897,0.0897,0.1397,-0.1,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
16,187.03367,-0.230657,46,-0.027163,0.203494,15.81,12.11,13.42,41.87,20.8025,12.2354554,14,4.525,4.155,7.842,8.987,0.428278689,0.993038674,3.11E-01,1.75E+00,2.184118,8.507616,46.6204,1203.92471,1.7409,-25.76894,34.14978,637.9061,342.98176,294.92434,0.00283797,0.01649799,-0.01304793,0.00017683,0.24973801,0.01480306,0.40552902,61.45,38.55,8.87434,16.60794,0.40236249,0.00215125,-33.67476,-15.93661,-0.8898498,0.011969,0.227121,0.036871,0.131996,-0.131996,0.190251,5.256221,0.045789,0.104541,-0.0327,-0.1432,0.0807,0.1133,0.1105,0.1119,-0.0028,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
15,171.03426,-0.246907,42,-0.024005,0.222901,15.98,16.76,13.53,13.37,14.91,1.486892733,13,4.148,4.157,7.994,8.808,0.420249058,1.06171649,0.320708,1.756589,2.324386,7.128609,51.5493,1135.15356,1.6884,-14.862,22.86101,598.59135,314.72275,283.8686,0.00198988,0.01557538,-0.01307225,0.00012646,0.21395524,0.01433916,0.39152623,58.34,41.66,8.67115,14.18683,0.39366124,0.00217426,-29.78002,-16.21181,-0.8757461,0.01054,0.243396,0.034298,0.138847,-0.138847,0.209097,4.78246,0.046099,0.088291,-0.059,-0.1718,0.141,0.2,0.1128,0.1564,-0.0872,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
21,229.07043,-0.253313,57,-0.059279,0.194034,14.37,17.07,10.55,13.5,13.8725,2.326439071,19,5.725,4.182,8.795,10.341,0.443477142,0.903144105,0.386081,1.781859,0.910574,22.355884,173.7733,1529.97822,1.6778,-38.10148,26.68383,788.61513,422.36447,366.25065,0.00197316,0.01686345,-0.01519848,0.00032394,0.20027842,0.01600786,0.43783659,58.27,41.73,8.77638,14.85388,0.40961567,0.00204361,-36.64526,-15.88001,-0.9121578,0.014732,0.251277,0.065024,0.15815,-0.15815,0.186253,5.369053,0.067144,0.081885,-0.047,-0.1094,0.1742,0.2212,0.0625,0.1418,-0.1587,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
17,186.04891,-0.208034,46,-0.017572,0.190462,16.04,13.61,12.96,39.83,20.61,11.15589306,16,4.829,4.156,7.926,9.599,0.442737881,0.993891075,0.310158,1.755159,4.562028,13.424425,137.4115,1247.78343,1.6708,-22.65701,47.5863,651.25558,307.8036,343.45198,0.00140404,0.02393971,-0.01879255,0.00048714,0.13987271,0.02132765,0.57756857,40.2,59.8,7.82886,15.4093,0.39257409,0.00303207,-35.20343,-15.83249,-0.8957816,0.014826,0.202216,0.028535,0.115376,-0.115376,0.173681,5.757671,0.038322,0.127164,-0.0776,-0.1497,0.0547,0.1324,0.0721,0.1022,-0.0603,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
19,201.06029,-0.223614,50,-0.021442,0.202172,15.86,12.65,13.18,42.35,21.01,12.3805957,11,5.469,4.185,7.933,10.939,0.474432927,1.000091424,0.406277,1.785444,3.281083,13.158446,118.6845,1363.23455,1.6527,-20.11311,29.5834,706.76919,357.94722,348.82197,0.00156526,0.0183186,-0.01562634,0.00020036,0.20344529,0.01700258,0.46231734,46.41,53.59,8.56357,14.85245,0.40009483,0.0023309,-37.33325,-15.9395,-0.8968679,0.013954,0.220375,0.031528,0.125952,-0.125952,0.188847,5.295298,0.042002,0.111584,-0.0683,-0.1495,0.0967,0.1651,0.0812,0.1231,-0.0838,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
18,185.06088,-0.246763,46,-0.023545,0.223218,15.83,16.72,13.5,11.88,14.4825,1.907909524,16,4.799,4.908,8.812,8.825,0.391439344,0.919462388,0.665345,2.631216,2.404261,7.61358,49.7401,1289.73437,1.6079,-15.42142,22.87087,664.41655,345.07838,319.33818,0.00196459,0.01486782,-0.0119787,0.00013524,0.22395915,0.01348054,0.36678825,60.83,39.17,8.6615,14.16279,0.3956241,0.00194704,-31.14356,-16.03297,-0.8745267,0.01052,0.24326,0.033961,0.13861,-0.13861,0.209299,4.777842,0.045898,0.088435,-0.0518,-0.1555,0.1455,0.1973,0.1037,0.1505,-0.0936,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
16,196.04376,-0.255559,48,-0.032542,0.223016,16.81,18.06,11.41,12.73,14.7525,2.758426861,14,4.795,5.417,8.098,8.639,0.389952153,0.900834202,0.622849,2.962703,6.586425,21.520715,138.349,1294.5881,1.6969,-50.14442,42.43729,677.33947,400.12036,277.21912,0.0044043,0.02718521,-0.02847621,0.00089138,0.2224867,0.02720697,0.75412504,38.54,61.46,8.88225,14.33435,0.40183758,0.00220765,-33.1664,-16.49538,-0.9017637,0.012373,0.253203,0.041926,0.147564,-0.147564,0.211278,4.733104,0.051532,0.079639,-0.0395,-0.1111,0.1878,0.2273,0.0716,0.1495,-0.1557,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
19,264.04177,-0.264796,64,-0.052527,0.212269,15.87,19.31,11.29,13.01,14.87,3.040953798,11,5.592,5.634,7.603,10.675,0.446428571,0.954488555,0.675458,3.000727,5.522255,32.196715,256.3992,1552.56313,1.9058,-46.10758,51.46453,799.92887,460.13019,339.79868,0.00767253,0.02961003,-0.0220336,0.00085824,0.24892923,0.02593223,0.71815382,42.95,57.05,9.04303,16.87574,0.43778196,0.00461622,-40.76627,-16.53252,-0.9373294,0.018893,0.263901,0.059448,0.161675,-0.161675,0.204453,4.891106,0.063923,0.070402,-0.0205,-0.1057,0.2263,0.2468,0.0853,0.166,-0.1615,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
19,264.04177,-0.267313,64,-0.05226,0.215053,16.69,19.64,11.79,12.11,15.0575,3.279812304,11,5.369,5.444,8.296,10.124,0.424237345,0.942819892,0.672192,2.977276,4.787628,27.573924,233.2376,1552.37132,1.906,-46.56385,48.92142,799.89901,489.75098,310.14803,0.00798051,0.02769422,-0.02314916,0.00082985,0.24899774,0.02505753,0.70564409,43.74,56.26,9.0684,16.84756,0.43782366,0.00456882,-40.56754,-16.49405,-0.9383752,0.019103,0.266983,0.05942,0.163201,-0.163201,0.207563,4.817815,0.06416,0.067885,-0.0185,-0.1375,0.2368,0.2552,0.1191,0.1871,-0.1362,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
16,187.03367,-0.250113,46,-0.031347,0.218766,16.28,18.5,10.83,13.78,14.8475,2.858000831,14,4.666,4.629,8.362,8.816,0.404273857,0.944706387,0.466902,2.002325,2.647159,14.239542,63.4289,1210.63097,1.7312,-39.73898,44.9759,632.40152,312.50642,319.8951,0.00068469,0.02200129,-0.02013956,0.00040516,0.24809792,0.02107319,0.57305942,40.69,59.31,8.67195,15.02945,0.39712471,0.00263196,-34.63377,-14.85057,-0.8947436,0.013863,0.248091,0.040757,0.144424,-0.144424,0.207334,4.823144,0.050301,0.085085,-0.056,-0.1473,0.1764,0.2324,0.0913,0.1619,-0.1411,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
16,187.03367,-0.230824,46,-0.024499,0.206325,15.47,12.64,13.71,41.3,20.78,11.89023759,14,4.742,4.187,8.642,9.395,0.422741181,0.990615774,0.315851,1.786724,3.963344,11.078259,60.8362,1209.79229,1.7324,-29.19186,31.5194,639.39432,311.38121,328.01311,0.00093861,0.02252146,-0.01954988,0.00024404,0.24564773,0.02102925,0.57135798,33.11,66.89,8.5934,14.93143,0.39754598,0.0027598,-38.04543,-15.00489,-0.8937241,0.015233,0.226602,0.034213,0.130408,-0.130408,0.192389,5.197805,0.044197,0.104374,-0.0744,-0.1959,0.0634,0.1378,0.1215,0.1296,-0.0163,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
20,217.05969,-0.219293,54,-0.018533,0.20076,15.1,12.4,13.15,44.54,21.2975,13.45520415,16,5.187,4.188,8.833,10.939,0.456552588,1.054463081,0.399355,1.786949,4.325941,14.763356,147.7835,1437.70457,1.6918,-31.67295,28.05682,747.24699,368.61761,378.62938,0.0005172,0.02283843,-0.0212138,0.00022947,0.24869879,0.02202416,0.59906488,29.8,70.2,8.43961,14.9074,0.40311421,0.00279468,-38.06027,-14.92123,-0.9106221,0.017338,0.215768,0.027951,0.121859,-0.121859,0.187817,5.32433,0.039532,0.115905,-0.0834,-0.1928,0.0826,0.166,0.1094,0.1377,-0.0566,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
24,247.08571,-0.223711,62,-0.019401,0.204311,12.62,12.04,11.1,36.86,18.155,10.81294941,20,5.319,6.066,8.734,10.832,0.422596754,1.018236511,0.78367,3.058157,4.203098,15.420277,130.6276,1670.27609,1.6577,-34.29219,31.66512,842.61465,431.00846,411.60619,-0.00024159,0.01843717,-0.01980082,0.00031026,0.24983933,0.01910981,0.51982712,46.45,53.55,8.57927,14.89876,0.40828957,0.00234648,-38.40061,-16.04503,-0.9095587,0.018481,0.221268,0.027759,0.124514,-0.124514,0.193509,5.167718,0.040059,0.111487,-0.0686,-0.161,0.0941,0.1627,0.0924,0.1276,-0.0703,18,134.19668,-0.243987,36,-0.008647,0.23534,40.67,65.62,12.37,17.21,33.9675,21.17823219,9,5.585,4.965,5.306,11.131,0.52009158,0.996508505,0.820213,2.95051,3.545136,6.452307,146.4249,1204.66334,1.2483,-35.77795,28.03254,665.68806,436.20662,229.48144,0.00438008,0.01869822,-0.02283638,0.00032601,0.2123639,0.01896985,0.54762264,40.79,59.21,7.33959,14.05528,0.41159848,0.00243232,-37.79123,-15.46921,-0.8895938,0.017234,0.249862,0.029052,0.139457,-0.139457,0.22081,4.528786,0.044039,0.091211,-0.1073,-0.4182,0.4741,0.5814,0.3109,0.4461,-0.2705
